-54.0, 61.5
61.5, -54.0
-54.0, 120.0
120.0, -54.0
-60.0, 16.5
16.5, -60.0
-60.0, 69.0
69.0, -60.0
-57.0, 127.5
127.5, -57.0
-57.0, -57.0
-57.0, -57.0
-60.0, 67.5
67.5, -60.0
-59.0, -30.0
-30.0, -59.0
-54.0, 138.0
138.0, -54.0
-56.0, 64.5
64.5, -56.0
-55.0, 0.0
0.0, -55.0
-54.0, -48.0
-48.0, -54.0
-54.0, 100.5
100.5, -54.0
-54.0, 54.0
54.0, -54.0
-57.0, 48.0
48.0, -57.0
-55.0, 117.0
117.0, -55.0
-55.0, 27.0
27.0, -55.0
-57.0, 61.5
61.5, -57.0
-57.0, 109.5
109.5, -57.0
-60.0, 10.5
10.5, -60.0
-57.0, 30.0
30.0, -57.0
-57.0, 18.0
18.0, -57.0
-54.0, 90.0
90.0, -54.0
-60.0, 97.5
97.5, -60.0
-55.0, 22.5
22.5, -55.0
-57.0, 159.0
159.0, -57.0
-56.0, -25.5
-25.5, -56.0
-54.0, -43.5
-43.5, -54.0
-59.0, -48.0
-48.0, -59.0
-59.0, 127.5
127.5, -59.0
-59.0, 67.5
67.5, -59.0
-56.0, -18.0
-18.0, -56.0
-57.0, 70.5
70.5, -57.0
-55.0, 82.5
82.5, -55.0
-54.0, -12.0
-12.0, -54.0
-54.0, -15.0
-15.0, -54.0
-57.0, 97.5
97.5, -57.0
-60.0, -3.0
-3.0, -60.0
-60.0, 135.0
135.0, -60.0
-57.0, 33.0
33.0, -57.0
-57.0, 60.0
60.0, -57.0
-60.0, 157.5
157.5, -60.0
-56.0, 87.0
87.0, -56.0
-55.0, 87.0
87.0, -55.0
-54.0, 87.0
87.0, -54.0
-54.0, -27.0
-27.0, -54.0
-54.0, 117.0
117.0, -54.0
-54.0, 153.0
153.0, -54.0
-59.0, 157.5
157.5, -59.0
-60.0, 138.0
138.0, -60.0
-57.0, 100.5
100.5, -57.0
-57.0, 10.5
10.5, -57.0
-60.0, -30.0
-30.0, -60.0
-57.0, 115.5
115.5, -57.0
-58.0, 60.0
60.0, -58.0
-54.0, 22.5
22.5, -54.0
-57.0, 121.5
121.5, -57.0
-60.0, -19.5
-19.5, -60.0
-60.0, 90.0
90.0, -60.0
-54.0, 4.5
4.5, -54.0
-54.0, 60.0
60.0, -54.0
-54.0, -55.5
-55.5, -54.0
-56.0, -55.5
-55.5, -56.0
-55.0, -48.0
-48.0, -55.0
-54.0, 79.5
79.5, -54.0
-59.0, 90.0
90.0, -59.0
-54.0, 10.5
10.5, -54.0
-56.0, 105.0
105.0, -56.0
-59.0, 150.0
150.0, -59.0
-57.0, 75.0
75.0, -57.0
-58.0, -55.5
-55.5, -58.0
-60.0, 79.5
79.5, -60.0
-56.0, 124.5
124.5, -56.0
-54.0, 55.5
55.5, -54.0
-54.0, -45.0
-45.0, -54.0
-57.0, 55.5
55.5, -57.0
-54.0, 25.5
25.5, -54.0
-60.0, 100.5
100.5, -60.0
-57.0, -58.5
-58.5, -57.0
-59.0, -33.0
-33.0, -59.0
-59.0, -40.5
-40.5, -59.0
-55.0, 30.0
30.0, -55.0
-57.0, 160.5
160.5, -57.0
-54.0, 157.5
157.5, -54.0
-60.0, 132.0
132.0, -60.0
-59.0, -55.5
-55.5, -59.0
-57.0, 135.0
135.0, -57.0
-56.0, 0.0
0.0, -56.0
-54.0, -52.5
-52.5, -54.0
-59.0, 37.5
37.5, -59.0
-57.0, 114.0
114.0, -57.0
-59.0, 64.5
64.5, -59.0
-57.0, -48.0
-48.0, -57.0
-60.0, 72.0
72.0, -60.0
-60.0, 154.5
154.5, -60.0
-58.0, 172.5
172.5, -58.0
-56.0, 27.0
27.0, -56.0
-60.0, 112.5
112.5, -60.0
-60.0, 12.0
12.0, -60.0
-54.0, -51.0
-51.0, -54.0
-58.0, 117.0
117.0, -58.0
-54.0, 40.5
40.5, -54.0
-56.0, 102.0
102.0, -56.0
-57.0, 117.0
117.0, -57.0
-60.0, 82.5
82.5, -60.0
-58.0, 7.5
7.5, -58.0
-59.0, 27.0
27.0, -59.0
-57.0, 37.5
37.5, -57.0
-56.0, 150.0
150.0, -56.0
-55.0, 57.0
57.0, -55.0
-56.0, 57.0
57.0, -56.0
-54.0, -21.0
-21.0, -54.0
-60.0, -21.0
-21.0, -60.0
-57.0, -30.0
-30.0, -57.0
-60.0, 55.5
55.5, -60.0
-59.0, 139.5
139.5, -59.0
-59.0, 7.5
7.5, -59.0
-55.0, -22.5
-22.5, -55.0
-54.0, 105.0
105.0, -54.0
-58.0, 42.0
42.0, -58.0
-56.0, -52.5
-52.5, -56.0
-54.0, 154.5
154.5, -54.0
-58.0, 49.5
49.5, -58.0
-59.0, -22.5
-22.5, -59.0
-58.0, -25.5
-25.5, -58.0
-56.0, 52.5
52.5, -56.0
-58.0, -15.0
-15.0, -58.0
-60.0, 33.0
33.0, -60.0
-58.0, 127.5
127.5, -58.0
-56.0, -30.0
-30.0, -56.0
-54.0, 142.5
142.5, -54.0
-56.0, 139.5
139.5, -56.0
-57.0, 142.5
142.5, -57.0
-57.0, 105.0
105.0, -57.0
-57.0, 49.5
49.5, -57.0
-54.0, -13.5
-13.5, -54.0
-57.0, 112.5
112.5, -57.0
-60.0, 124.5
124.5, -60.0
-58.0, 82.5
82.5, -58.0
-60.0, 25.5
25.5, -60.0
-57.0, -52.5
-52.5, -57.0
-60.0, 115.5
115.5, -60.0
-54.0, 78.0
78.0, -54.0
-60.0, 159.0
159.0, -60.0
-56.0, 75.0
75.0, -56.0
-54.0, 130.5
130.5, -54.0
-54.0, 15.0
15.0, -54.0
-58.0, 150.0
150.0, -58.0
-54.0, 18.0
18.0, -54.0
-59.0, 42.0
42.0, -59.0
-57.0, -25.5
-25.5, -57.0
-56.0, -3.0
-3.0, -56.0
-60.0, -33.0
-33.0, -60.0
-58.0, -18.0
-18.0, -58.0
-60.0, 172.5
172.5, -60.0
-60.0, 48.0
48.0, -60.0
-55.0, 4.5
4.5, -55.0
-59.0, 169.5
169.5, -59.0
-60.0, 85.5
85.5, -60.0
-57.0, 120.0
120.0, -57.0
-56.0, 60.0
60.0, -56.0
-58.0, 19.5
19.5, -58.0
-57.0, 169.5
169.5, -57.0
-57.0, 64.5
64.5, -57.0
-60.0, 108.0
108.0, -60.0
-54.0, 52.5
52.5, -54.0
-57.0, 45.0
45.0, -57.0
-54.0, 169.5
169.5, -54.0
-60.0, 30.0
30.0, -60.0
-60.0, 7.5
7.5, -60.0
-57.0, 9.0
9.0, -57.0
-56.0, 142.5
142.5, -56.0
-59.0, 94.5
94.5, -59.0
-60.0, -52.5
-52.5, -60.0
-54.0, -3.0
-3.0, -54.0
-54.0, 85.5
85.5, -54.0
-56.0, 90.0
90.0, -56.0
-54.0, 115.5
115.5, -54.0
-60.0, 54.0
54.0, -60.0
-55.0, 7.5
7.5, -55.0
-56.0, 45.0
45.0, -56.0
-54.0, -22.5
-22.5, -54.0
-57.0, 93.0
93.0, -57.0
-59.0, 154.5
154.5, -59.0
-60.0, -22.5
-22.5, -60.0
-54.0, -25.5
-25.5, -54.0
-54.0, -28.5
-28.5, -54.0
-60.0, 99.0
99.0, -60.0
-54.0, 132.0
132.0, -54.0
-60.0, 63.0
63.0, -60.0
-55.0, 150.0
150.0, -55.0
-59.0, 117.0
117.0, -59.0
-54.0, 34.5
34.5, -54.0
-56.0, 82.5
82.5, -56.0
-60.0, 109.5
109.5, -60.0
-57.0, -18.0
-18.0, -57.0
-60.0, 94.5
94.5, -60.0
-54.0, 159.0
159.0, -54.0
-60.0, -15.0
-15.0, -60.0
-55.0, 90.0
90.0, -55.0
-59.0, -15.0
-15.0, -59.0
-55.0, 45.0
45.0, -55.0
-60.0, 49.5
49.5, -60.0
-57.0, 102.0
102.0, -57.0
-57.0, 34.5
34.5, -57.0
-60.0, -48.0
-48.0, -60.0
-54.0, 93.0
93.0, -54.0
-59.0, 172.5
172.5, -59.0
-57.0, 63.0
63.0, -57.0
-56.0, 117.0
117.0, -56.0
-54.0, 57.0
57.0, -54.0
-60.0, 31.5
31.5, -60.0
-60.0, 4.5
4.5, -60.0
-54.0, 37.5
37.5, -54.0
-56.0, 127.5
127.5, -56.0
-59.0, -25.5
-25.5, -59.0
-58.0, 157.5
157.5, -58.0
-57.0, 153.0
153.0, -57.0
-57.0, 175.5
175.5, -57.0
-55.0, -55.5
-55.5, -55.0
-57.0, 52.5
52.5, -57.0
-60.0, 76.5
76.5, -60.0
-58.0, 177.0
177.0, -58.0
-57.0, 57.0
57.0, -57.0
-57.0, 87.0
87.0, -57.0
-55.0, -25.5
-25.5, -55.0
-54.0, 147.0
147.0, -54.0
-60.0, 147.0
147.0, -60.0
-57.0, 0.0
0.0, -57.0
-57.0, 139.5
139.5, -57.0
-60.0, 64.5
64.5, -60.0
-55.0, 42.0
42.0, -55.0
-59.0, 22.5
22.5, -59.0
